image,caption
1306145560_1e37081b91.jpg,a black dog splashes in the water while holding a toy
1142847777_2a0c1c2551.jpg,a man rides a bicycle in a city street
1394599090_fe0ba238f0.jpg,a man and a little boy play in a swimming pool
1332208215_fa824f6659.jpg,a man and woman sit on a train together
1259936608_e3f0064f23.jpg,a girl in a pink shirt is playing in a fountain with other children
150582765_bad8dec237.jpg,a woman wearing a pink sweater is taking a picture of a car
133189853_811de6ab2a.jpg,two men are hugging each other at a party
1247181182_35cabd76f3.jpg,a man is sitting on a rocky cliff overlooking a valley
1229756013_94663527d7.jpg,a dog is jumping up to catch a stick in the air
146577645_91b570c0d0.jpg,a man kayaking in rough water
108898978_7713be88fc.jpg,two people are skiing in the snow in the woods
1298295313_db1f4c6522.jpg,a boy jumps off a dock into the water
1290894194_8a4ffdc7eb.jpg,a woman in a red tank top is sitting next to a small dog and is holding a white purse and is looking at the small dog ' sni
1478268555_7e301fc510.jpg,a man in shorts is climbing a rock face
1396703063_e8c3687afe.jpg,a man and woman walking down a city street
1030985833_b0902ea560.jpg,two dogs are playing with a red toy in the grass
1427391496_ea512cbe7f.jpg,a boy stands on a dock at the beach
107582366_d86f2d3347.jpg,a group of people sit at a table in a dark room
1093716555_801aacef79.jpg,a group of people are sitting in the desert near a mountain range
1348891916_ebd4413033.jpg,a dog splashes in the water
1475046848_831245fc64.jpg,a woman in a black tank top is walking on the beach
140526327_3cb984de09.jpg,a man wearing a helmet is climbing a rock face
1501297480_8db52c15b0.jpg,two boys are playing with a large window in a backyard area
1253275679_e955fb7304.jpg,a boy in a black shirt is holding a cellphone
1334892555_1beff092c3.jpg,a girl in a helmet is swinging a bat while another girl in a blue shirt is holding a bat behind her back
1516714577_7d1c35a8d8.jpg,a girl in a dress is standing in front of a window and is holding a pink ribbon
123997871_6a9ca987b1.jpg,a girl in a blue uniform is playing a game of lacrosse
1237985362_dbafc59280.jpg,a little girl in a denim dress is playing with bubbles while another little girl stands next to her
1428578577_82864facae.jpg,a person stands on a snow covered mountain top
12830823_87d2654e31.jpg,a group of people are standing around a pool and looking at the fish
1482960952_95f2d419cb.jpg,three older women walking down a street
113678030_87a6a6e42e.jpg,a man in a black jacket is sitting in the snow and is holding a snowboard as another man in a black jacket is standing behind him
1312227131_771b5ed201.jpg,a dog walks in the snow at sunset
1007320043_627395c3d8.jpg,a little girl in a pink and orange outfit is climbing a red rope wall at a playground
1428681303_04213524e3.jpg,a boy and girl are playing on a fountain in a city
1387443857_602ab6f9bf.jpg,a man sits on a bench next to a body of water
1075881101_d55c46bece.jpg,a woman in a white shirt is covered with white powder while sitting on a black inflatable floatrinkler
1363924449_487f0733df.jpg,a little boy in a striped shirt is walking in the grass
1305564994_00513f9a5b.jpg,a motorcycle racer rides a motorcycle around a curve on a paved road
1394927474_0afdd82fc4.jpg,a man stands in front of a doorway in a stone building
1143882946_1898d2eeb9.jpg,a woman rides a bicycle in a city street
