image,caption
1030985833_b0902ea560.jpg,a black and a brown dog play with a red collared collared collared collared collared collar
1427391496_ea512cbe7f.jpg,a little boy standing on a dock near the water
107582366_d86f2d3347.jpg,a group of people sit at a table in the dark
1093716555_801aacef79.jpg,a group of backpackers rest on the ground in front of a snowy mountain
1348891916_ebd4413033.jpg,a brown and white dog splashes through the water
1475046848_831245fc64.jpg,a woman in a black tank top and blue shorts is walking along the shore of a body of water
140526327_3cb984de09.jpg,a man in a red helmet climbs up a rock near a body of water
1501297480_8db52c15b0.jpg,two children play with a window in a house
1253275679_e955fb7304.jpg,a boy in a black t - shirt is looking down at a cellphone
1334892555_1beff092c3.jpg,a little girl swinging a baseball bat in a field
1516714577_7d1c35a8d8.jpg,a little girl in a white shirt and red skirt is standing in front of a window with a pink ribbon in her hair
123997871_6a9ca987b1.jpg,a girl in a blue uniform prepares to catch a tennis ball
1237985362_dbafc59280.jpg,the little girl in the blue dress is playing with the bubbles while the little girl in the blue dress looks on
1428578577_82864facae.jpg,a man is standing on a snowy mountain
12830823_87d2654e31.jpg,a group of people in a swimming pool
1482960952_95f2d419cb.jpg,three elderly women walking in a parking
113678030_87a6a6e42e.jpg,a man in a black jacket is sitting in the snow with another man in a blue jacket and orange pants
1312227131_771b5ed201.jpg,a black and white dog is running in the snow towards the camera as the sun shines in the sky
1007320043_627395c3d8.jpg,a little girl climbing a red rope in a park
1428681303_04213524e3.jpg,kids play near a statue in a city
1387443857_602ab6f9bf.jpg,a man in a blue shirt is sitting on a concrete bench near a body of water
1075881101_d55c46bece.jpg,a little girl is covered in white powder and is sitting on an inflatable object
1363924449_487f0733df.jpg,a little boy in a striped shirt and blue jeans is standing in the grass with his hands on his head
1305564994_00513f9a5b.jpg,"a man in a red, white, and blue helmet is riding a white and blue racing car"
1394927474_0afdd82fc4.jpg,a man standing in front of a church door
1143882946_1898d2eeb9.jpg,a woman in a blue vest and helmet rides a bike on a city street
