image,caption
1457762320_7fe121b285.jpg,three people stand near a group of three - wheeled bikes
1355833561_9c43073eda.jpg,a man in a red jacket holds a child in the air on the beach
1295671216_cde1b9c9d1.jpg,a group of people stand in a line and eat
1244485675_822e6efe60.jpg,a boy in a red vest is looking at a picture of a boy in a red vest
1433088025_bce2cb69f8.jpg,a man in yellow shorts and a man in a blue shirt
1439282131_3814d6ae04.jpg,two golden dogs play in the water.
135235570_5698072cd4.jpg,a man in a blue jacket is playing with a blue ball in front of a large stone building.
1277185009_06478dd457.jpg,a man in a white shorts is standing on top of a mountain.
1470061031_4cb59c12a8.jpg,three dogs play on a brick paved walkway.
1143373711_2e90b7b799.jpg,a man in a blue helmet rides a bike down a city street.
1478294229_7e1c822fea.jpg,the legs of a man wearing a pair of brown shoes is on a bike and a man in a grey shorts and a brown and blue striped
1131932671_c8d17751b3.jpg,a baby boy in a blue bow is jumping on a green bed
1394396709_65040d97ab.jpg,a golden dog with a toy in its mouth in the water
1316247213_1d2c726dd5.jpg,a smiling girl in a purple hat is standing in the grass
1306145560_1e37081b91.jpg,a black dog with a ball in its mouth in the water
1142847777_2a0c1c2551.jpg,a man in a helmet rides a blue bike on a city street.
1394599090_fe0ba238f0.jpg,a man and a little boy in a white shirt play in a swimming pool.
1332208215_fa824f6659.jpg,a man and a woman are sitting on a train
1259936608_e3f0064f23.jpg,children playing in a public fountain.
150582765_bad8dec237.jpg,a woman in a pink sweater is taking a picture with a camera
133189853_811de6ab2a.jpg,two men dressed in black and white are posing for the camera
1247181182_35cabd76f3.jpg,a woman in a purple backpack is sitting on top of a rocky cliff.
1229756013_94663527d7.jpg,a brown dog leaps into the air to catch a toy in its mouth
146577645_91b570c0d0.jpg,a man in a red helmet is kayaking in rough water.
108898978_7713be88fc.jpg,a man in a yellow jacket and a woman in a blue helmet in the snow
1298295313_db1f4c6522.jpg,a boy in a blue life jacket is jumping into the water.
1290894194_8a4ffdc7eb.jpg,a woman in a red and white striped dress plays with a small dog in a red and white striped outfit
1478268555_7e301fc510.jpg,a man in shorts is rock climbing
1396703063_e8c3687afe.jpg,a man in a straw hat and a woman in a white t - shirt
1030985833_b0902ea560.jpg,a brown dog and a brown dog with a red collar
1427391496_ea512cbe7f.jpg,a little boy in a blue sweater is standing on a wooden dock near the water.
107582366_d86f2d3347.jpg,a group of people sit at a table in the dark
1093716555_801aacef79.jpg,a group of hikers in the mountains
1348891916_ebd4413033.jpg,a brown dog running through the water.
1475046848_831245fc64.jpg,a woman in a blue shorts is walking on the beach
140526327_3cb984de09.jpg,a man in a red helmet is climbing up a cliff near the water.
1501297480_8db52c15b0.jpg,two young boys play in a house with a metal fence and a metal fence behind them
1253275679_e955fb7304.jpg,a boy in a black t - shirt with white letters on it
1334892555_1beff092c3.jpg,three children playing with a baseball bat
1516714577_7d1c35a8d8.jpg,a little girl in a red skirt and a white t - shirt is standing in front of a brick wall.
123997871_6a9ca987b1.jpg,the girls in the blue and red uniform is playing with the ball
1237985362_dbafc59280.jpg,a young girl in a blue dress holds on to a little girl in a blue dress and a little boy in a blue and white headband
1428578577_82864facae.jpg,a person in a black jacket is standing on top of a snowy mountain
12830823_87d2654e31.jpg,a group of people in a green room
1482960952_95f2d419cb.jpg,three women wearing a green coat and a grey skirt are walking in a parking lot.
113678030_87a6a6e42e.jpg,three people are sitting in the snow
1312227131_771b5ed201.jpg,a dog running in the snow with the sun in the background
1007320043_627395c3d8.jpg,a little girl in a pink and orange shirt is playing on a red rope fence.
1428681303_04213524e3.jpg,three children play near a statue in a city
1387443857_602ab6f9bf.jpg,a man in a blue shirt is sitting on a dock with several people nearby
1075881101_d55c46bece.jpg,a woman in a white shirt is covered in snow as a man looks on
1363924449_487f0733df.jpg,a little boy in a striped shirt and blue shorts is holding his head to his head
1305564994_00513f9a5b.jpg,a man in a helmet and helmet rides a white and blue racing vehicle
1394927474_0afdd82fc4.jpg,a man with a green umbrella stands in front of a large wooden door.
1143882946_1898d2eeb9.jpg,a woman wearing a helmet and a blue backpack rides a bike in the street
