image,caption
1316247213_1d2c726dd5.jpg,a girl wearing a purple shirt and black shorts smiles as she stands in the grass
1306145560_1e37081b91.jpg,a black dog swims in the water with a toy in his mouth
1142847777_2a0c1c2551.jpg,a man rides a bicycle in a city street
1394599090_fe0ba238f0.jpg,a man and a little boy play in a swimming pool
1332208215_fa824f6659.jpg,a man and a woman are sitting on a train together
1259936608_e3f0064f23.jpg,a girl in a pink shirt is playing in the water at a park
150582765_bad8dec237.jpg,a woman wearing a pink sweater is taking a picture of a woman wearing a pink sweater and holding a black camera
133189853_811de6ab2a.jpg,two men are hugging each other at a party
1247181182_35cabd76f3.jpg,a person is sitting on the top of a mountain
1229756013_94663527d7.jpg,a brown dog jumps up to catch a toy in the air
146577645_91b570c0d0.jpg,a man kayaking in rough water
108898978_7713be88fc.jpg,two people cross country skis in the snow
1298295313_db1f4c6522.jpg,a boy jumping off a dock into the water
1290894194_8a4ffdc7eb.jpg,a woman in a red and white striped bathingsuit sits next to a little girl in a red and white striped bathingsuit with a small dog
1478268555_7e301fc510.jpg,a man is climbing a rock face
1396703063_e8c3687afe.jpg,a man and a woman are walking down the street
1030985833_b0902ea560.jpg,two dogs are playing with each other in the yard
1427391496_ea512cbe7f.jpg,a little boy stands on a dock next to a swimming pool
107582366_d86f2d3347.jpg,a group of people sit at a table in the dark
1093716555_801aacef79.jpg,a group of people are sitting on the ground in front of a mountain range
1348891916_ebd4413033.jpg,a brown dog splashes in the water
1475046848_831245fc64.jpg,a woman in a black tank top is walking on the beach
140526327_3cb984de09.jpg,a man wearing a red helmet is climbing a rock near a body of water
1501297480_8db52c15b0.jpg,two little boys are playing outside in the backyard
1253275679_e955fb7304.jpg,a boy in a black shirt is holding a cellphone
1334892555_1beff092c3.jpg,a girl in a blue shirt is swinging a bat while another girl in a blue shirt is wearing a helmet and holding a red and blue bat
1516714577_7d1c35a8d8.jpg,a little girl in a white shirt is standing in front of a brick wall and is wearing a red skirt and a white shirt
123997871_6a9ca987b1.jpg,the girls are playing a game of field hockey
1237985362_dbafc59280.jpg,a little girl in a denim dress is playing with bubbles while another little girl in a denim dress is standing next to her
1428578577_82864facae.jpg,a person stands at the top of a snow covered mountain
12830823_87d2654e31.jpg,a group of people are standing near a swimming pool
1482960952_95f2d419cb.jpg,"three older women stand in a parking lot, one is wearing a green coat and the other is wearing a black and white striped dress"
113678030_87a6a6e42e.jpg,"three people are sitting in the snow, one is wearing a helmet and the other is wearing an orange pants"
1312227131_771b5ed201.jpg,a dog is walking in the snow towards the camera as the sun is setting
1007320043_627395c3d8.jpg,a little girl in a pink and orange outfit is climbing a red rope wall at a playground
1428681303_04213524e3.jpg,a group of children play near a statue in a city
1387443857_602ab6f9bf.jpg,a man in a blue shirt is sitting next to a man in a blue shirt
1075881101_d55c46bece.jpg,a woman in a white shirt is covered with white powder as she sits in an inflatable floatrinkler
1363924449_487f0733df.jpg,a little boy in a striped shirt and denim shorts is walking in the grass
1305564994_00513f9a5b.jpg,two people are riding a motorcycle on a road
1394927474_0afdd82fc4.jpg,a man stands in front of a door in a city
1143882946_1898d2eeb9.jpg,a woman wearing a helmet rides a bicycle in a city street
